X,Y,FID,GmlID,SCHULNAME,SCHULART,TRAEGER,ZWEIG_01,ZWEIG_02,ZWEIG_03,ZWEIG_04,BEZIRK,ORTSTEIL,F_PLZ,ADRESSE,TELEFON,F_FAX,F_EMAIL,INTERNET,LEITUNG
1514234.4919,6896463.7002,541,s_schulen.10S07,Schule am Rosenhain,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Marzahn-Hellersdorf,Hellersdorf,12627,Klingenthaler Str. 32,9989181,99278100,"<a href=""mailto:schule_am_rosenhain@yahoo.de"">schule_am_rosenhain@yahoo.de</a>","<A HREF=""http://www.rosenhain.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Cathrin Braun
1492287.1874,6876282.0316,542,s_schulen.08G30,Schule am Sandsteinweg (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Buckow,12349,Hornblendeweg 2,762860,7628622,"<a href=""mailto:berlin.08G30@t-online.de"">berlin.08G30@t-online.de</a>","<A HREF=""http://www.sams.gs"" TARGET=""Schulen"">zur Website</a>",Petra Balzer
1485648.9503,6901356.9206,543,s_schulen.01K08,Schule am Schillerpark (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,Abend-Hauptschule,Abend-Realschule,,Mitte,Wedding,13349,Ofener Str. 6,45799450,45799455,"<a href=""mailto:sekretariat@schule-am-schillerpark.de"">sekretariat@schule-am-schillerpark.de</a>","<A HREF=""http://www.Schule-am-Schillerpark.de"" TARGET=""Schulen"">zur Website</a>",Karl Reismüller
1480316.2384,6894041.7664,544,s_schulen.04K06,Schule am Schloss (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Charlottenburg-Wilmersdorf,Charlottenburg,14059,Schloßstr. 55A,902924110,902924132,"<a href=""mailto:04K06@04K06.schule.berlin.de"">04K06@04K06.schule.berlin.de</a>","<A HREF=""http://www.schule-am-schloss-berlin.de"" TARGET=""Schulen"">zur Website</a>",Thorsten Pfaff
1493020.4331,6897466.0593,545,s_schulen.03G15,Schule am Senefelderplatz,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10435,Schönhauser Allee 165,4468900,44689013,"<a href=""mailto:info@schule-am-senefelderplatz.de"">info@schule-am-senefelderplatz.de</a>","<A HREF=""http://www.schule-am-senefelderplatz.de"" TARGET=""Schulen"">zur Website</a>",Manuela Günzel
1493026.2229,6897402.6993,546,s_schulen.03S01,Schule am Senefelderplatz,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",Übrige Förderschwerpunkte,,,Pankow,Prenzlauer Berg,10435,Schönhauser Allee 165,4468900,44689013,"<a href=""mailto:info@schule-am-senefelderplatz.de"">info@schule-am-senefelderplatz.de</a>","<A HREF=""http://www.schule-am-senefelderplatz.de"" TARGET=""Schulen"">zur Website</a>",Manuela Günzel
1462118.3802,6897711.6648,547,s_schulen.05K09,Schule am Staakener Kleeblatt (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Spandau,Staaken,13591,Brunsbütteler Damm 431-437,3640330,364033111,"<a href=""mailto:05k09@05k09.schule.berlin.de"">05k09@05k09.schule.berlin.de</a>","<A HREF=""http://www.sekundarschule-staaken.schule-berl"" TARGET=""Schulen"">zur Website</a>",Angela Rose-Negelmann
1465522.4018,6901330.3743,548,s_schulen.05S04,Schule am Stadtrand,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Spandau,Falkenhagener Feld,13589,Pionierstr. 197,3083246,30832470,"<a href=""mailto:schuastawa@t-online.de"">schuastawa@t-online.de</a>","<A HREF=""http://www.zwei-schulen.de"" TARGET=""Schulen"">zur Website</a>",Gertrud Klein
1496201.5479,6883592.9826,549,s_schulen.08G24,Schule am Teltowkanal (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Britz,12347,Rungiusstr. 46,627397990,6255079,"<a href=""mailto:berlin-08g24@versanet.de"">berlin-08g24@versanet.de</a>","<A HREF=""http://www.teltowkanal.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Gabriele Prondzinski
1491199.4922,6896494.5793,550,s_schulen.01S01,Schule am Zille-Park,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Mitte,Mitte,10115,Bergstr. 5-9,278794330,278794340,"<a href=""mailto:sch.am-zille-park.spindler@freenet.de"">sch.am-zille-park.spindler@freenet.de</a>","<A HREF=""http://www.schule-am-zillepark.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Manuela Gregor
1500940.9535,6876778.4789,551,s_schulen.08S04,Schule am Zwickauer Damm,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Neukölln,Rudow,12353,Zwickauer Damm 17-22,6616079,6620906,"<a href=""mailto:Schule_am_Zwickauer_Damm1@t-online.de"">Schule_am_Zwickauer_Damm1@t-online.de</a>","<A HREF=""http://www.schule-am-zwickauer-damm.de"" TARGET=""Schulen"">zur Website</a>",Barbara Gutmann
1525413.7247,6878920.5756,552,s_schulen.09G26,Schule an den Püttbergen (Grundschule,Grundschule,Bezirk,Grundschule,,,,Treptow-Köpenick,Rahnsdorf,12589,Fürstenwalder Allee 182,6489278,65017004,"<a href=""mailto:sekretariat@gsandenpuettbergen.cidsnet.de"">sekretariat@gsandenpuettbergen.cidsnet.de</a>","<A HREF=""http://www.puettbergen.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Karin Salender
1504405.3264,6882807.9968,553,s_schulen.09G07,Schule an der alten Feuerwache (Grundschule),Grundschule,Bezirk,Grundschule,,,,Treptow-Köpenick,Niederschöneweide,12439,Schnellerstr. 31,6361331,63104212,"<a href=""mailto:Sekretariat09G07@t-online.de"">Sekretariat09G07@t-online.de</a>","<A HREF=""http://G-anderaltenFeuerwache.de"" TARGET=""Schulen"">zur Website</a>",Gudrun Weimann
1510292.9609,6880160.9356,554,s_schulen.09K08,Schule an der Dahme (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Treptow-Köpenick,Köpenick,12557,Glienicker Str. 24 -30,6744572,6743639,"<a href=""mailto:dahmeschule@hotmail.com"">dahmeschule@hotmail.com</a>","<A HREF=""http://www.oadd.de.vu"" TARGET=""Schulen"">zur Website</a>",Bernd Reichmann
1467866.732,6893073.956,555,s_schulen.05K08,Schule an der Haveldüne (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Spandau,Wilhelmstadt,13595,Jaczostr. 53-67,3650973,36509740,"<a href=""mailto:info@schuleanderhavelduene.de"">info@schuleanderhavelduene.de</a>","<A HREF=""http://8-ISS-Spandau.de/"" TARGET=""Schulen"">zur Website</a>",Markus Prill
1491066.8699,6905313.9791,556,s_schulen.03S07,Schule an der Heide,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Pankow,Niederschönhausen,13156,Hermann-Hesse-Str. 48-52,91699470,91699471,"<a href=""mailto:schuleanderheide@t-online.de"">schuleanderheide@t-online.de</a>",,komm. Mike Finger
1476875.6704,6898007.8571,557,s_schulen.05K07,Schule an der Jungfernheide (Integrierte Sekundarschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Spandau,Siemensstadt,13629,Lenther Steig 1-3,3839260,38392622,"<a href=""mailto:info@schule-an-der-jungfernheide.de"">info@schule-an-der-jungfernheide.de</a>","<A HREF=""http://www.schule-an-der-jungfernheide.de"" TARGET=""Schulen"">zur Website</a>",Karin Stolle
1501987.0107,6903601.2684,558,s_schulen.11S10,Schule an der Malchower Aue,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Lichtenberg,Neu-Hohenschönhausen,13051,Doberaner Str. 53,9209040,92090418,"<a href=""mailto:sadma@gmx.de"">sadma@gmx.de</a>","<A HREF=""http://www.sadma.de/"" TARGET=""Schulen"">zur Website</a>",Isolde Adling
1493669.5264,6905309.71,559,s_schulen.03S09,Schule an der Strauchwiese,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Pankow,Pankow,13187,Mendelstr. 54,47607930,47607931,"<a href=""mailto:info@schuleanderstrauchwiese.de"">info@schuleanderstrauchwiese.de</a>","<A HREF=""http://www.schuleanderstrauchwiese.de"" TARGET=""Schulen"">zur Website</a>",Anke Mauersberger
1500584.5987,6891318.8702,560,s_schulen.11G16,Schule an der Victoriastadt,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Rummelsburg,10317,Nöldnerstr. 44,5107047,5107048,"<a href=""mailto:schadvic@t-online.de"">schadvic@t-online.de</a>","<A HREF=""http://www.schule-an-der-victoriastadt.cidsne"" TARGET=""Schulen"">zur Website</a>",Jürgen Heuel
1500654.5565,6891324.2232,561,s_schulen.11S01,Schule an der Victoriastadt,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Lichtenberg,Rummelsburg,10317,Nöldnerstr. 44,5107047,5107048,"<a href=""mailto:Schule.a.d.Victoriastadt.cids@t-online.de"">Schule.a.d.Victoriastadt.cids@t-online.de</a>","<A HREF=""http://www.schule-an-der-victoriastadt.cidsne"" TARGET=""Schulen"">zur Website</a>",Gerlinde Breddin
1495518.8294,6877779.5267,562,s_schulen.08S09,Schule an der Windmühle,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Neukölln,Buckow,12349,Buckower Damm 176,609724020,609724015,"<a href=""mailto:Berlin.08S09@t-online.de"">Berlin.08S09@t-online.de</a>","<A HREF=""http://www.windmuehle.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Bernd Schrader
1505481.9689,6884218.7388,563,s_schulen.09G22,Schule an der Wuhlheide (Grundschule),Grundschule,Bezirk,Grundschule,,,,Treptow-Köpenick,Oberschöneweide,12459,Kottmeierstr. 2-4,5350178,5351447,"<a href=""mailto:grundschule-wuhlheide@t-online.de"">grundschule-wuhlheide@t-online.de</a>","<A HREF=""http://www.grundschule-an-der-wuhlheide.cidsn"" TARGET=""Schulen"">zur Website</a>",Joachim Luhm
1498347.6511,6899782.2709,564,s_schulen.03S11,Schule im Komponistenviertel,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Pankow,Weißensee,13088,Smetanastr. 27,9250792,9250657,"<a href=""mailto:Foerderzentrum_Weissensee.cids@t-online.de"">Foerderzentrum_Weissensee.cids@t-online.de</a>","<A HREF=""http://www.schule-im-komponistenviertel.de"" TARGET=""Schulen"">zur Website</a>",Stephan Michalke
1502804.6816,6902811.2993,565,s_schulen.11G10,Schule im Ostseekarree (Grundschule),Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Neu-Hohenschönhausen,13051,Barther Str. 27,92403000,92403008,"<a href=""mailto:X.G.Barther.Str.27@t-online.de"">X.G.Barther.Str.27@t-online.de</a>","<A HREF=""http://www.schuleimostseekarree.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Norbert Lehmann
1485875.3775,6898779.3769,566,s_schulen.01S05,Schule in der Charité,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Mitte,Wedding,13353,Augustenburger Platz 1,450566592,450566932,"<a href=""mailto:schule.idc@charite.de"">schule.idc@charite.de</a>",,Dagmar Lukas
1499836.0964,6885023.306,567,s_schulen.08G35,Schule in der Köllnischen Heide (Grun,Grundschule,Bezirk,Grundschule,,,,Neukölln,Neukölln,12057,Hänselstr. 6,68296013,68597355,"<a href=""mailto:grundheide@t-online.de"">grundheide@t-online.de</a>","<A HREF=""http://www.grundheide.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Astrid-Sabine Busse
1509989.6743,6879913.8625,568,s_schulen.09G18,Schule in der Köllnischen Vorstadt (Grundschule),Grundschule,Bezirk,Grundschule,,,,Treptow-Köpenick,Köpenick,12557,Rudower Str. 201,64326715,64326798,"<a href=""mailto:schulbuero.09G18@t-online.de"">schulbuero.09G18@t-online.de</a>","<A HREF=""http://www.gs-kvstd.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Dietmar Burghoff
1474467.3766,6904357.6043,569,s_schulen.12Y06,Schulfarm Insel Scharfenberg,Gymnasium,BWF ZV,Gymnasien,,,,Reinickendorf,Tegel,13505,Scharfenberg (Insel) 235Z,430944330,4309443312,"<a href=""mailto:Schulfarm@insel-scharfenberg.de"">Schulfarm@insel-scharfenberg.de</a>","<A HREF=""http://www.insel-scharfenberg.de"" TARGET=""Schulen"">zur Website</a>",Gudrum Schmidt
1476602.192,6876874.0709,570,s_schulen.06G08,Schweizerhof-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Zehlendorf,14167,Leo-Baeck-Str. 28-30,902995475,902996154,"<a href=""mailto:buero@schweizerhof-grundschule.de"">buero@schweizerhof-grundschule.de</a>","<A HREF=""http://www.schweizerhof-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Dr. Matthias Urbatzka
1510604.6014,6903432.9719,571,s_schulen.10G03,Selma-Lagerlöf-Grundschule,Grundschule,Bezirk,Grundschule,,,,Marzahn-Hellersdorf,Marzahn,12689,Wörlitzer Str. 31,9309544,9339443,"<a href=""mailto:slagerloefg@aol.com"">slagerloefg@aol.com</a>","<A HREF=""http://www.slgs.de"" TARGET=""Schulen"">zur Website</a>",Volker Vettorazzi
1500715.2679,6896847.2032,572,s_schulen.11S06,Selma-Lagerlöf-Schule,Übrige Förderschwerp.,Bezirk,Übrige Förderschwerpunkte,Grundschule,,,Lichtenberg,Fennpfuhl,10367,Bernhard-Bästlein-Str. 56,9721409,97104940,"<a href=""mailto:Sprachheilschule.Lichtenberg@t-online.de"">Sprachheilschule.Lichtenberg@t-online.de</a>",,Sabine Parpat
1466944.0363,6900435.1619,573,s_schulen.05G06,Siegerland-Grundschule,Grundschule,Bezirk,Grundschule,,,,Spandau,Falkenhagener Feld,13589,Westerwaldstr. 19-21,3789110,378911111,"<a href=""mailto:Siegerland-Grundschule.cids@t-online.de"">Siegerland-Grundschule.cids@t-online.de</a>","<A HREF=""http://www.siegerland.schule-berlin.net"" TARGET=""Schulen"">zur Website</a>",Angela Köhler-Mannhardt
1495572.2429,6884992.3947,574,s_schulen.08G21,Silberstein-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Neukölln,12051,Silbersteinstr. 42,62008922,62845765,"<a href=""mailto:info@silberstein-schule.de"">info@silberstein-schule.de</a>","<A HREF=""http://www.silberstein-grundschule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Reiner Schneider
1487817.0526,6875326.7347,575,s_schulen.07K05,Solling-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Tempelhof-Schöneberg,Marienfelde,12277,Alt-Marienfelde 52,902777453,902777455,"<a href=""mailto:sekretariat@solling-oberschule-berlin.de"">sekretariat@solling-oberschule-berlin.de</a>","<A HREF=""http://www.solling-schule.de/"" TARGET=""Schulen"">zur Website</a>",Johann Peter Bröder
1501535.5627,6884087.1928,576,s_schulen.09G04,Sonnenblumen-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Treptow-Köpenick,Baumschulenweg,12437,Radenzer Str. 16,5328413,5328174,"<a href=""mailto:sonnenblumen-grundschule@t-online.de"">sonnenblumen-grundschule@t-online.de</a>","<A HREF=""http://www.sonnenblumen-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Roland Hagelstange
1499134.5081,6885890.3162,577,s_schulen.08G20,Sonnen-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Neukölln,12057,Dammweg 228,68975090,689750999,"<a href=""mailto:Berlin.08G20@versanet.de"">Berlin.08G20@versanet.de</a>","<A HREF=""http://www.sonnen-g.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Karoline Pocko Moukoury
1499142.8429,6896377.0158,578,s_schulen.11G01,Sonnenuhr-Grundschule,Grundschule,Bezirk,Grundschule,,,,Lichtenberg,Fennpfuhl,10369,Franz-Jacob-Str. 33,9752028,97895304,"<a href=""mailto:Sonnenuhr.Grundschule.cids@t-online.de"">Sonnenuhr.Grundschule.cids@t-online.de</a>","<A HREF=""http://www.sonnenuhr-schule.de"" TARGET=""Schulen"">zur Website</a>",Cornelia Dethloff
1500423.4377,6887720.123,579,s_schulen.09K07,Sophie-Brahe-Schule (Gemeinschaftsschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,Grundschule,,,Treptow-Köpenick,Plänterwald,12435,Am Plänterwald 17,53633950,536339519,"<a href=""mailto:sophie-brahe-schule@gmx.de"">sophie-brahe-schule@gmx.de</a>","<A HREF=""http://www.sophie-brahe-schule.de"" TARGET=""Schulen"">zur Website</a>",Steffen Wiegleb
1481935.5472,6891441.8358,580,s_schulen.04Y03,Sophie-Charlotte-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Charlottenburg-Wilmersdorf,Charlottenburg,10629,Sybelstr. 2,902928600,902928660,"<a href=""mailto:sophie-charlotte-schule@t-online.de"">sophie-charlotte-schule@t-online.de</a>","<A HREF=""http://www.scoberlin.de"" TARGET=""Schulen"">zur Website</a>",Christoph Schmerling
1486875.9109,6889945.6544,581,s_schulen.07K01,Sophie-Scholl-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Tempelhof-Schöneberg,Schöneberg,10781,Elßholzstr. 34-37,902777171,902774465,"<a href=""mailto:sophie.scholl@berlin.de"">sophie.scholl@berlin.de</a>","<A HREF=""http://sophie-scholl-schule.eu"" TARGET=""Schulen"">zur Website</a>",Klaus Brunswicker
1495675.7452,6894885.8075,582,s_schulen.02G01,Spartacus-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Friedrichshain,10249,Friedenstr. 40,42024930,42024937,"<a href=""mailto:schulleitung@grundschule-friedrichshain.de"">schulleitung@grundschule-friedrichshain.de</a>","<A HREF=""http://www.grundschule-friedrichshain.de"" TARGET=""Schulen"">zur Website</a>",Bärbel Helm
1486849.9527,6890225.8719,583,s_schulen.07G01,Spreewald-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Schöneberg,10781,Pallasstr. 15,902777151,902774366,"<a href=""mailto:Spreewald-Grundschule@gmx.de"">Spreewald-Grundschule@gmx.de</a>","<A HREF=""http://www.spreewald-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Ulrike Banach
1483042.7508,6885471.793,584,s_schulen.07G17,Stechlinsee-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Friedenau,12161,Rheingaustr. 7,902777908,902774569,"<a href=""mailto:Stechlinsee-Grundschule.Cids@t-online.de"">Stechlinsee-Grundschule.Cids@t-online.de</a>","<A HREF=""http://www.stechlinsee-grundschule.de/"" TARGET=""Schulen"">zur Website</a>",Uwe Jeske
1487741.5915,6876016.4887,585,s_schulen.07S03,Steinwald-Schule,"Förderschwerp. ""Geistige Entwicklung""",Bezirk,"Förderschwerp.""Geistige Entwicklung""",,,,Tempelhof-Schöneberg,Marienfelde,12277,Hanielweg 7-9,902774139,902774140,"<a href=""mailto:Steinwald-Schule.cids@t-online.de"">Steinwald-Schule.cids@t-online.de</a>","<A HREF=""http://www.steinwald-schule.de"" TARGET=""Schulen"">zur Website</a>",Angela Rädler
1484759.1737,6887361.0431,586,s_schulen.07G06,Sternberg-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Schöneberg,10825,Mettestr. 8,902777156,902776638,"<a href=""mailto:sternberg-grundschule@t-online.de"">sternberg-grundschule@t-online.de</a>","<A HREF=""http://www.sternberg-grundschulen.de"" TARGET=""Schulen"">zur Website</a>",Andrea Beermann
1481093.5953,6906456.817,587,s_schulen.12S01,Stötzner-Schule,"Förderschwerp. ""Lernen""",Bezirk,"Förderschwerp.""Lernen""",,,,Reinickendorf,Wittenau,13509,Tietzstr. 26-28,4328011,43566163,"<a href=""mailto:verwaltung@stoetznerschule-berlin.de"">verwaltung@stoetznerschule-berlin.de</a>","<A HREF=""http://www.stoetznerschule-berlin.de"" TARGET=""Schulen"">zur Website</a>",Hartmut Eilers
1475847.389,6876286.762,588,s_schulen.06G02,Süd-Grundschule,Grundschule,Bezirk,Grundschule,,,,Steglitz-Zehlendorf,Zehlendorf,14165,Claszeile 56,84509638,8152630,"<a href=""mailto:info@sued-grundschule.de"">info@sued-grundschule.de</a>","<A HREF=""http://www.sued-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Alfred Peters
1509124.2339,6900741.0406,589,s_schulen.10Y01,Tagore-Schule (Gymnasium),Gymnasium,Bezirk,Gymnasien,,,,Marzahn-Hellersdorf,Marzahn,12687,Sella-Hasse-Str. 25,9321069,9322025,"<a href=""mailto:schulleitung@tagore-schule.de"">schulleitung@tagore-schule.de</a>","<A HREF=""http://www.tagore-schule.de"" TARGET=""Schulen"">zur Website</a>",Petra Varga
1486797.1307,6888176.7744,590,s_schulen.07G10,Teltow-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Schöneberg,10827,Feurigstr. 57,902777160,902776420,"<a href=""mailto:sekretariat@teltow.schulen-ts.de"">sekretariat@teltow.schulen-ts.de</a>","<A HREF=""http://www.teltow-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Erdmute Schendel
1488998.3733,6887022.3792,591,s_schulen.07G24,Tempelherren-Grundschule,Grundschule,Bezirk,Grundschule,,,,Tempelhof-Schöneberg,Tempelhof,12101,Boelckestr. 58-60,902772665,902772616,"<a href=""mailto:Tempelherren@schulen-Tempelhof-Schoeneberg.de"">Tempelherren@schulen-Tempelhof-Schoeneberg.de</a>","<A HREF=""http://www.tempelherren.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Angelika Muttschall
1496819.5795,6896356.3983,592,s_schulen.03K07,Tesla-Schule (Gemeinschaftsschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Pankow,Prenzlauer Berg,10407,Rudi-Arndt-Str. 18,4212230,4235995,"<a href=""mailto:sekretariat@tesla-schule.de"">sekretariat@tesla-schule.de</a>","<A HREF=""http://www.tesla-schule.de"" TARGET=""Schulen"">zur Website</a>",Heiko Kammigan
1500153.6452,6889732.8535,593,s_schulen.02G11,Thalia-Grundschule,Grundschule,Bezirk,Grundschule,,,,Friedrichshain-Kreuzberg,Friedrichshain,10245,Alt-Stralau 34,29347830,293478315,"<a href=""mailto:thalia-grundschule@t-online.de"">thalia-grundschule@t-online.de</a>","<A HREF=""http://www.thalia-grundschule.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Wolfgang Kirschstein
1492102.7986,6872448.4673,594,s_schulen.07K04,Theodor-Haubach-Schule,Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Tempelhof-Schöneberg,Lichtenrade,12305,Grimmstr. 9-11,902778245,902778239,"<a href=""mailto:sekretariat@ths-berlin.de"">sekretariat@ths-berlin.de</a>","<A HREF=""http://www.ths-berlin.de"" TARGET=""Schulen"">zur Website</a>",Martin Witt von Krauss
1486522.1961,6897513.7561,595,s_schulen.01Y10,Theodor-Heuss-Oberschule,Gymnasium,Bezirk,Gymnasien,,,,Mitte,Moabit,10559,Quitzowstr. 141,46905340,46905341,"<a href=""mailto:theodor-heuss-gymnasium@t-online.de"">theodor-heuss-gymnasium@t-online.de</a>","<A HREF=""http://www.theodor-heuss-oberschule.cidsnet.d"" TARGET=""Schulen"">zur Website</a>",Andrea Beyenbach
1494655.3795,6888641.715,596,s_schulen.08G02,Theodor-Storm-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Neukölln,Neukölln,12043,Hobrechtstr. 76,60690180,61303320,"<a href=""mailto:Berlin.08G02@versanet.de"">Berlin.08G02@versanet.de</a>","<A HREF=""http://www.Theodor-Storm-Grundschule.de"" TARGET=""Schulen"">zur Website</a>",Margret Walz
1493339.0934,6899589.1289,597,s_schulen.03G09,Thomas-Mann-Grundschule,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10437,Greifenhagener Str. 58-59,4457761,4455590,"<a href=""mailto:schulleitung@thomas-mann-grundschule.de"">schulleitung@thomas-mann-grundschule.de</a>","<A HREF=""http://www.thomas-mann-grundschule.de"" TARGET=""Schulen"">zur Website</a>",Christa Lietzau (komm.)
1486209.0839,6909117.904,598,s_schulen.12Y08,Thomas-Mann-Gymnasium,Gymnasium,Bezirk,Gymnasien,,,,Reinickendorf,Märkisches Viertel,13439,Königshorster Str. 10,414763670,4147636799,"<a href=""mailto:tmo.slt@t-online.de"">tmo.slt@t-online.de</a>","<A HREF=""http://www.tmo-berlin.info"" TARGET=""Schulen"">zur Website</a>",Reinhard Piekarski
1509506.1292,6901640.5928,599,s_schulen.10K04,Thüringen-Schule (Gemeinschaftsschule),Integrierte Sekundarschule,Bezirk,Integrierte Sekundarschule,,,,Marzahn-Hellersdorf,Marzahn,12687,Liebensteiner Str. 24,9327177,9329092,"<a href=""mailto:thueringen-os-sekre@gmx.de"">thueringen-os-sekre@gmx.de</a>","<A HREF=""http://www.thueringen-os.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Rainer Bösel
1485321.8992,6904561.8397,600,s_schulen.12G04,Till-Eulenspiegel-Grundschule,Grundschule,Bezirk,Grundschule,,,,Reinickendorf,Reinickendorf,13407,Humboldtstr. 8-13,4953050,49875706,"<a href=""mailto:Eulenspiegel-Grundschule@t-online.de"">Eulenspiegel-Grundschule@t-online.de</a>","<A HREF=""http://www.eulenspiegel-schule-berlin.de"" TARGET=""Schulen"">zur Website</a>",Susanne Klatt-Hansen
1481055.9851,6907231.0056,601,s_schulen.12S06,Toulouse-Lautrec-Schule,Förderschwerp. einschl. beruflichem Teil,Bezirk,Berufsschule mit sonderpäd. Aufgaben,Übrige Förderschwerpunkte,Grundschule,,Reinickendorf,Wittenau,13509,Miraustr. 120-126,4332097,4332099,"<a href=""mailto:seki-tls@t-online.de"">seki-tls@t-online.de</a>","<A HREF=""http://www.tls.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Uta Eling
1494136.6942,6901294.7236,602,s_schulen.03G41,Trelleborg-Schule (Grundschule),Grundschule,Bezirk,Grundschule,,,,Pankow,Pankow,13189,Eschengraben 40,479018611,479018618,"<a href=""mailto:trelleborg-schule@t-online.de"">trelleborg-schule@t-online.de</a>","<A HREF=""http://www.trelleborg-schule.de"" TARGET=""Schulen"">zur Website</a>",Sabine Junge
1501023.3682,6885195.5315,603,s_schulen.09A05,Treptow-Kolleg,Volkshochschul-Kolleg,Bezirk,Volkshochschul-Kolleg,,,,Treptow-Köpenick,Baumschulenweg,12437,Kiefholzstr. 274,5329141,5329142,"<a href=""mailto:Schulleitung@treptow-kolleg.de"">Schulleitung@treptow-kolleg.de</a>","<A HREF=""http://www.treptow-kolleg.de"" TARGET=""Schulen"">zur Website</a>",John Frege
1496051.3892,6897448.8441,604,s_schulen.03G06,Turnvater Jahn-Grundschule,Grundschule,Bezirk,Grundschule,,,,Pankow,Prenzlauer Berg,10407,John-Schehr-Str. 38,42851032,42851034,"<a href=""mailto:info@tvj.cidsnet.de"">info@tvj.cidsnet.de</a>","<A HREF=""http://www.tvj.cidsnet.de"" TARGET=""Schulen"">zur Website</a>",Charlotte Feese
